transaction_entity,entity_id,amount,currency,fee (exclusive tax),tax,debit,credit,payment_method,card_type,issuer_name,entity_created_at,payment_captured_at,payment_notes,refund_notes,arn,entity_description,order_id,order_receipt,order_notes,dispute_id,dispute_created_at,dispute_reason,settlement_id,settled_at,settlement_utr,settled_by
payment,pay_FYo9U4HCC77KBb,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",04/09/2020 09:13:13,04/09/2020 09:13:14,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYo8ziD5vzB1il,1599190853,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYgGiZP4gtQZh0,1999.00,INR,39.98,0,0,1959.02,card,debit,UTBI,04/09/2020 01:30:57,04/09/2020 01:30:57,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYgFtYROcyfXRk,1599163072,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYnn3wrgUDYLx6,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",04/09/2020 08:50:32,04/09/2020 08:50:32,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYnmdj5vnHZUps,1599189583,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FZ0ajWLWmcCXa9,2998.00,INR,59.96,10.80,0,2927.24,card,debit,ANDB,04/09/2020 21:22:22,04/09/2020 21:22:22,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZ0ZD9vNjiY4ri,1599234601,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYzlO3oToTozbH,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",04/09/2020 20:39:07,04/09/2020 20:39:08,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYzhskJijAzipY,1599231572,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYueKz61Dal0D7,1988.00,INR,39.76,0,0,1948.24,card,debit,BKID,04/09/2020 15:33:00,04/09/2020 15:33:00,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYud9jbFRjfvj2,1599213696,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYo4xxmE1Mhc3c,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",04/09/2020 09:07:29,04/09/2020 09:07:29,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYo4mpeqgjQkF5,1599190614,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYyu0HA029KG84,1999.00,INR,39.98,0,0,1959.02,card,credit,CITI,04/09/2020 19:42:41,04/09/2020 19:42:41,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYyt1A05jUWWiH,1599228683,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FZ1ok8nL55GRJ7,2058.00,INR,41.16,7.40,0,2009.44,upi,"","",04/09/2020 22:35:26,04/09/2020 22:35:26,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZ1lIoY72gdtWk,1599238810,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYtuL3UrnxeGWQ,216.00,INR,4.32,0.78,0,210.90,netbanking,"","",04/09/2020 14:51:31,04/09/2020 14:51:31,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYtoMOAjrIiqwe,1599210810,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYtscATvWqwfRf,1999.00,INR,39.98,0,0,1959.02,card,credit,HDFC,04/09/2020 14:47:51,04/09/2020 14:47:51,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYtrZ8vIcOcU82,1599210992,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FYsLLeLyAkKXKx,1999.00,INR,39.98,0,0,1959.02,card,credit,HDFC,04/09/2020 13:18:06,04/09/2020 13:18:06,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FYsKBVOHV53AXO,1599205575,[],"","","",setl_Fa3jLEmaogcg1O,07/09/2020 13:04:42,AXISCN0056610210,Razorpay
payment,pay_FZFpwCeIXejp2h,1278.00,INR,25.56,4.60,0,1247.84,netbanking,"","",05/09/2020 12:17:27,05/09/2020 12:17:27,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZFokR66hIDOP6,1599288308,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZKD8eXGhxZD3m,1999.00,INR,39.98,0,0,1959.02,card,credit,SBIN,05/09/2020 16:33:17,05/09/2020 16:33:17,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZKCMYiwghWk6a,1599303736,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZm48W48cbXL6B,1999.00,INR,39.98,0,0,1959.02,card,debit,SBIN,06/09/2020 19:48:28,06/09/2020 19:48:28,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZlyjFxKQAzzrX,1599401567,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZGi2yxKx2N4eV,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",05/09/2020 13:07:55,05/09/2020 13:07:55,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZGbd23S0RZNfB,1599291084,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZEML8oPKG3YDd,679.00,INR,13.58,0,0,665.42,card,credit,SBIN,05/09/2020 10:50:19,05/09/2020 10:50:19,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZEIyh0Y0peQBp,1599282982,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZMipioCRYhTcf,1999.00,INR,39.98,0,0,1959.02,card,credit,INDB,05/09/2020 19:01:42,05/09/2020 19:01:42,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZMf51Fe7zqtP0,1599312410,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZo10EfeUTLo3r,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",06/09/2020 21:43:46,06/09/2020 21:43:46,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZo0Jkx6P7YnM2,1599408700,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZNZMjt1FCT2GD,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",05/09/2020 19:50:51,05/09/2020 19:50:51,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZNYniwaLQXijQ,1599315575,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZEWPZTjnq8cFy,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",05/09/2020 11:00:38,05/09/2020 11:00:39,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZESgYu7vg9DZm,1599283533,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZPhKl7M5gGUXj,2058.00,INR,41.16,7.40,0,2009.44,card,debit,HDFC,05/09/2020 21:55:28,05/09/2020 21:55:27,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZPaTRK3zD241Z,1599322713,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZDjUKkNggy9O1,334.00,INR,6.68,1.20,0,326.12,upi,"","",05/09/2020 10:13:29,05/09/2020 10:13:30,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZDijGe6DWAWa6,1599280923,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZL5F3wFIg5KPN,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",05/09/2020 17:25:52,05/09/2020 17:25:52,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZL4rhmv7Y3YaN,1599306831,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZlYqKy5jj8jVd,275.00,INR,5.50,0,0,269.50,card,credit,KKBK,06/09/2020 19:18:35,06/09/2020 19:18:35,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZlVZGMNsGeJuB,1599399910,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZM6HMc8sJstTn,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",05/09/2020 18:26:30,05/09/2020 18:26:30,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZM1huBmdx8t8G,1599310174,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZJFeWE1OBJwmn,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",05/09/2020 15:37:14,05/09/2020 15:37:14,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZJEZMdM1Ds45Z,1599300339,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZf99qJTPU8qGn,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",06/09/2020 13:02:10,06/09/2020 13:02:10,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZf5309gfmP4l0,1599377274,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZFSBkjnQ1FoGt,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",05/09/2020 11:54:24,05/09/2020 11:54:24,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZFRkiM0kDaxfv,1599287002,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZpWHxHHcfcEVN,399.00,INR,7.98,1.44,0,389.58,upi,"","",06/09/2020 23:11:10,06/09/2020 23:11:10,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZpVTE6obGi20S,1599413991,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZqAVzZkMyZk7W,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",06/09/2020 23:49:31,06/09/2020 23:49:31,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZq84g9BU18KdG,1599416184,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZLyqCio3kMvtO,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",05/09/2020 18:18:23,05/09/2020 18:18:24,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZLxU0qWgJ5p4r,1599309934,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZjIxOLzuoBiFo,1999.00,INR,39.98,0,0,1959.02,card,debit,SIBL,06/09/2020 17:06:16,06/09/2020 17:06:16,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZjI0mPrBlNwDo,1599392097,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZS98xp37Qjl58,1999.00,INR,39.98,0,0,1959.02,card,credit,IDIB,06/09/2020 00:19:16,06/09/2020 00:19:16,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZS8BamfoZUHRd,1599331671,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZLI9BVt4p8AFI,299.00,INR,5.98,1.08,0,291.94,upi,"","",05/09/2020 17:37:11,05/09/2020 17:37:11,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZLHhzhZyMW3AR,1599307561,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZbj6cBIJH9j5Y,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",06/09/2020 09:43:13,06/09/2020 09:43:13,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZbiZDb6DL449j,1599365432,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZNRYktnXZroGN,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",05/09/2020 19:44:10,05/09/2020 19:44:10,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZNRLH2cRXfHqu,1599315151,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_FZGGEHR00wlAOi,1999.00,INR,39.98,0,0,1959.02,card,credit,SBIN,05/09/2020 12:41:26,05/09/2020 12:41:26,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZGEKdXKztF28Z,1599289761,[],"","","",setl_FaSGy521pP5o9M,08/09/2020 13:05:11,AXISCN0056685002,Razorpay
payment,pay_Fa17cPW52QoAuB,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",07/09/2020 10:32:11,07/09/2020 10:32:11,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa1679EZTxY506,1599454810,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_Fa7TDJuvG3DFci,299.00,INR,5.98,1.08,0,291.94,upi,"","",07/09/2020 16:44:50,07/09/2020 16:44:51,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa7P4AdRSvKFob,1599477016,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_Fa7SuclBC9Zgj3,1.00,INR,0.02,0,0,0.98,upi,"","",07/09/2020 16:44:15,07/09/2020 16:44:16,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa7S26Ht1wkM0u,1599477185,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_Fa7BeoYFPLwL4H,1999.00,INR,39.98,0,0,1959.02,card,debit,MAHB,07/09/2020 16:28:17,07/09/2020 16:28:17,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa72jhtKdpH34k,1599475748,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_FZyAV4pGe3NmdI,2058.00,INR,41.16,7.40,0,2009.44,wallet,"","",07/09/2020 07:38:58,07/09/2020 07:38:58,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZy35dgyIjDD2m,1599444074,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_FZrBoSbgjQy9B9,806.00,INR,16.12,2.90,0,786.98,upi,"","",07/09/2020 00:49:33,07/09/2020 00:49:33,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FZrAucmDuj6CLi,1599419867,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_FaD06AfgxE0PBC,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",07/09/2020 22:10:36,07/09/2020 22:10:36,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaCzgT6wIFRUZn,1599496704,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_Fa7LKjpJjKjqAY,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",07/09/2020 16:38:30,07/09/2020 16:38:30,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa7L77yljvGmRK,1599476792,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_Fa1z4RbhOtLa3I,1999.00,INR,39.98,0,0,1959.02,card,credit,HDFC,07/09/2020 11:22:44,07/09/2020 11:22:44,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa1yX0iFpvygjd,1599457901,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_Fa7GNRNcJL3gmP,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",07/09/2020 16:32:25,07/09/2020 16:32:25,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa7DGOWY6pTVtS,1599476346,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_FaDY6ujDyTLbgc,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",07/09/2020 22:42:20,07/09/2020 22:42:20,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaDUTIdoMiRiN4,1599498453,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_Fa0jih4RQsVyuQ,1999.00,INR,39.98,0,0,1959.02,card,credit,HDFC,07/09/2020 10:09:16,07/09/2020 10:09:16,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fa0hc97luLjwFW,1599453419,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_FaABniWWsEwSaN,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",07/09/2020 19:25:02,07/09/2020 19:25:02,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaABDfz6iqpKKv,1599486795,[],"","","",setl_FaqnmB6iD7hFY8,09/09/2020 13:04:53,AXISCN0056773035,Razorpay
payment,pay_FaZydv5crnOaD7,994.00,INR,19.88,0,0,974.12,card,credit,CITI,08/09/2020 20:37:54,08/09/2020 20:37:54,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaZxIaL7fGXj4s,1599577566,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaRGzsbrMH4PrJ,1999.00,INR,39.98,0,0,1959.02,card,debit,SBIN,08/09/2020 12:07:14,08/09/2020 12:07:14,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaR5rdbRNHBPzo,1599546358,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaOUWtXoekFoYa,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",08/09/2020 09:23:32,08/09/2020 09:23:32,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaOUDmYsrqHZh2,1599537177,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FadM72RvrneNKt,1376.00,INR,27.52,4.96,0,1343.52,upi,"","",08/09/2020 23:56:25,08/09/2020 23:56:25,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FadLhArWEXGuaJ,1599589517,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaYQTrFLTac7Eu,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",08/09/2020 19:06:55,08/09/2020 19:06:55,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaYPYgSqQXrfQP,1599572128,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaHZx8QIRK7dFk,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",08/09/2020 02:39:35,08/09/2020 02:39:35,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaHXj9YVf3r1HK,1599512725,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaR4HHdXbx5I4Y,1999.00,INR,39.98,0,0,1959.02,card,debit,UTIB,08/09/2020 11:55:41,08/09/2020 11:55:41,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaR24XbD35XSMm,1599546143,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaVgTuYT5x93nz,2272.00,INR,45.44,8.18,0,2218.38,netbanking,"","",08/09/2020 16:26:13,08/09/2020 16:26:13,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaVgBrZl0QPEuR,1599562508,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaZ9JTyVYzwAA2,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",08/09/2020 19:50:26,08/09/2020 19:50:27,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaZ8tDUCnN0hXq,1599574703,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaYNfpYUXu9iVs,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",08/09/2020 19:04:31,08/09/2020 19:04:31,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaYMdrfuQBqLrH,1599571962,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaSNHK7ZO6sOhU,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",08/09/2020 13:14:19,08/09/2020 13:14:19,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaSN7LoGbMiayi,1599550860,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaTI92oee3WBk4,2058.00,INR,41.16,7.40,0,2009.44,netbanking,"","",08/09/2020 14:07:44,08/09/2020 14:07:44,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaTHnY4v7Hh7Fl,1599554079,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaPo9RbHVDuuU3,1999.00,INR,39.98,0,0,1959.02,card,debit,SBIN,08/09/2020 10:40:58,08/09/2020 10:40:58,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaPg7GHFkK2fHA,1599541374,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaXe4paQn4dnmj,1999.00,INR,39.98,0,0,1959.02,card,debit,BKID,08/09/2020 18:23:29,08/09/2020 18:23:28,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaXcCKenk5YO7O,1599569324,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_FaXqRsQg6ZX4NQ,994.00,INR,19.88,3.58,0,970.54,upi,"","",08/09/2020 18:32:39,08/09/2020 18:32:39,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaXqEpJMadl484,1599570122,[],"","","",setl_FbFKsHT7gPiWV3,10/09/2020 13:04:52,AXISCN0056849103,Razorpay
payment,pay_Fav04YnYsSmA8j,994.00,INR,19.88,0,0,974.12,card,debit,SIBL,09/09/2020 17:11:37,09/09/2020 17:11:37,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fauz8G9yi46bcB,1599651624,[],"","","",setl_FbdrshtU9LvxVh,11/09/2020 13:04:45,AXISCN0056922163,Razorpay
payment,pay_Fb0YaJ8MTPHzwy,199.00,INR,3.98,0.72,0,194.30,upi,"","",09/09/2020 22:37:54,09/09/2020 22:37:54,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fb0XvTa08ry2Kg,1599671208,[],"","","",setl_FbdrshtU9LvxVh,11/09/2020 13:04:45,AXISCN0056922163,Razorpay
payment,pay_Fb1NN7iBzz9yVW,1999.00,INR,39.98,0,0,1959.02,card,credit,ICIC,09/09/2020 23:26:25,09/09/2020 23:26:25,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fb1JgUUWwuJsyO,1599673921,[],"","","",setl_FbdrshtU9LvxVh,11/09/2020 13:04:45,AXISCN0056922163,Razorpay
payment,pay_Faqh6M2geKgSMI,1999.00,INR,39.98,7.20,0,1951.82,netbanking,"","",09/09/2020 13:02:07,09/09/2020 13:02:07,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FaqSv8QcarVbwp,1599635708,[],"","","",setl_FbdrshtU9LvxVh,11/09/2020 13:04:45,AXISCN0056922163,Razorpay
payment,pay_FamKfksB2NYyVO,2058.00,INR,41.16,7.40,0,2009.44,netbanking,"","",09/09/2020 08:44:45,09/09/2020 08:44:45,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_FamJywSpIszzDB,1599621114,[],"","","",setl_FbdrshtU9LvxVh,11/09/2020 13:04:45,AXISCN0056922163,Razorpay
payment,pay_Fb1D6REvJLVhuy,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",09/09/2020 23:16:29,09/09/2020 23:16:29,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Fb179XQLqyotR3,1599673209,[],"","","",setl_FbdrshtU9LvxVh,11/09/2020 13:04:45,AXISCN0056922163,Razorpay
payment,pay_FaqoWRV9rPZO4y,1999.00,INR,39.98,7.20,0,1951.82,upi,"","",09/09/2020 13:06:16,09/09/2020 13:06:17,"{""address"":""Hello World"",""merchant_order_id"":""12312321""}","","",Detel-india,order_Faqbp5sdlOrzzA,1599636214,[],"","","",setl_FbdrshtU9LvxVh,11/09/2020 13:04:45,AXISCN0056922163,Razorpay
